Ats System Code,Geographical District Code,Elementary Admissions Methods,Elementary School Admissions Methods Description
26Q098,26,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
26Q115,26,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
26Q133,26,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
26Q159,26,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
26Q162,26,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
26Q173,26,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
26Q178,26,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
26Q186,26,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
26Q188,26,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
26Q191,26,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
26Q203,26,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
26Q205,26,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
26Q213,26,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
26Q221,26,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
26Q266,26,Non-Zoned,This school does not have a zone. Families who live anywhere in the district or borough can attend them. 
26Q376,26,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q042,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q043,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q045,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q047,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q051,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q060,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q062,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q063,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q064,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q065,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q066,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q090,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q096,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q097,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q100,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q104,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q105,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q106,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q108,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q114,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q123,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q124,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q146,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q155,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q183,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q197,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q207,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q223,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q232,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q253,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q254,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q306,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q316,27,Non-Zoned,This school does not have a zone. Families who live anywhere in the district or borough can attend them. 
27Q317,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q333,27,Non-Zoned,This school does not have a zone. Families who live anywhere in the district or borough can attend them. 
27Q362,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
27Q377,27,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q040,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q048,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q050,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q054,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q055,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q080,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q082,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q086,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q099,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q101,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q117,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q121,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q139,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q140,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q144,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q160,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q161,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q174,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q175,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q182,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q196,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q206,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q220,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q303,28,Non-Zoned,This school does not have a zone. Families who live anywhere in the district or borough can attend them. 
28Q312,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q349,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
28Q354,28,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q015,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q033,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q034,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q035,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q036,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q037,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q038,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q052,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q095,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q116,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q118,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q131,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q132,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q134,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q135,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q136,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q138,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q147,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q156,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q176,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q181,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q195,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q208,26,Non-Zoned,This school does not have a zone. Families who live anywhere in the district or borough can attend them. 
29Q251,29,Non-Zoned,This school does not have a zone. Families who live anywhere in the district or borough can attend them. 
29Q268,29,Non-Zoned,This school does not have a zone. Families who live anywhere in the district or borough can attend them. 
29Q270,29,Non-Zoned,This school does not have a zone. Families who live anywhere in the district or borough can attend them. 
29Q295,29,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
29Q360,29,Non-Zoned,This school does not have a zone. Families who live anywhere in the district or borough can attend them. 
30Q002,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q011,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q017,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q069,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q070,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q076,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q078,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q084,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q085,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q092,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q111,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q112,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q122,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q127,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q148,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q149,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q150,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q151,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q152,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q166,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q171,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q212,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q222,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q228,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q234,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q280,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q300,30,Citywide G&T,
30Q329,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
30Q361,30,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R001,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R003,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R004,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R005,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R006,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R008,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R009,31,Non-Zoned,This school does not have a zone. Families who live anywhere in the district or borough can attend them. 
31R010,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R011,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R013,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R016,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R018,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R019,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R020,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R021,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R022,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R023,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R026,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R029,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R030,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R031,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R032,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R035,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R036,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R038,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R039,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R041,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R042,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R044,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R045,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R046,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R048,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R050,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R052,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R053,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R054,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R055,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R056,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R057,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R058,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R059,31,Non-Zoned,This school does not have a zone. Families who live anywhere in the district or borough can attend them. 
31R060,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R062,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R065,31,Non-Zoned,This school does not have a zone. Families who live anywhere in the district or borough can attend them. 
31R068,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R069,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R074,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R078,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
32K075,32,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
31R080,31,Non-Zoned,This school does not have a zone. Families who live anywhere in the district or borough can attend them. 
31R861,31,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
32K045,32,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
32K086,32,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
32K106,32,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
32K116,32,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
32K123,32,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
32K145,32,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
32K151,32,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
32K274,32,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
75K231,20,No Data,No Admissions Methods Data
32K299,32,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
32K376,32,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
32K377,32,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
32K384,32,Zoned,"Kids who live in the zone, particularly those with siblings at the school, have the highest priority to attend."
75K004,19,No Data,No Admissions Methods Data
75K036,19,No Data,No Admissions Methods Data
75K077,13,No Data,No Admissions Methods Data
75K140,13,No Data,No Admissions Methods Data
75K141,17,No Data,No Admissions Methods Data
75K368,14,No Data,No Admissions Methods Data
75K369,15,No Data,No Admissions Methods Data
75K370,21,No Data,No Admissions Methods Data
75K372,15,No Data,No Admissions Methods Data
75K396,23,No Data,No Admissions Methods Data
75K721,21,No Data,No Admissions Methods Data
75K771,21,No Data,No Admissions Methods Data
75M094,2,No Data,No Admissions Methods Data
75M138,5,No Data,No Admissions Methods Data
75M169,2,No Data,No Admissions Methods Data
75M226,2,No Data,No Admissions Methods Data
75M401,8,No Data,No Admissions Methods Data
75M501,8,No Data,No Admissions Methods Data
75X017,7,No Data,No Admissions Methods Data
75M811,3,No Data,No Admissions Methods Data
75Q004,26,No Data,No Admissions Methods Data
75Q009,24,No Data,No Admissions Methods Data
75Q023,26,No Data,No Admissions Methods Data
75Q075,24,No Data,No Admissions Methods Data
75Q177,26,No Data,No Admissions Methods Data
75Q224,26,No Data,No Admissions Methods Data
75Q233,28,No Data,No Admissions Methods Data
75Q255,25,No Data,No Admissions Methods Data
75Q277,30,No Data,No Admissions Methods Data
75Q811,26,No Data,No Admissions Methods Data
75Q993,26,No Data,No Admissions Methods Data
75R025,31,No Data,No Admissions Methods Data
75R037,31,No Data,No Admissions Methods Data
75R373,31,No Data,No Admissions Methods Data
75X010,8,No Data,No Admissions Methods Data
75X168,10,No Data,No Admissions Methods Data
75X176,11,No Data,No Admissions Methods Data
75X186,12,No Data,No Admissions Methods Data
75X188,10,No Data,No Admissions Methods Data
75X352,12,No Data,No Admissions Methods Data
75X469,10,No Data,No Admissions Methods Data
75X723,11,No Data,No Admissions Methods Data
