,DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1, % Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
2092,13K691,Fort Greene Preparatory Academy,8,2018,All Students,73,594,14,19.2,38,52.1,12,16.4,9,12.3,21,28.8
2094,14K016,P.S. 016 Leonard Dunkly,3,2018,All Students,19,597,5,26.3,3,15.8,10,52.6,1,5.3,11,57.9
2095,14K016,P.S. 016 Leonard Dunkly,4,2018,All Students,35,593,6,17.1,21,60.0,7,20.0,1,2.9,8,22.9
2096,14K016,P.S. 016 Leonard Dunkly,5,2018,All Students,34,590,14,41.2,17,50.0,2,5.9,1,2.9,3,8.8
2098,14K017,P.S. 017 Henry D. Woodworth,3,2018,All Students,38,596,9,23.7,12,31.6,16,42.1,1,2.6,17,44.7
2099,14K017,P.S. 017 Henry D. Woodworth,4,2018,All Students,37,593,9,24.3,17,45.9,8,21.6,3,8.1,11,29.7
2100,14K017,P.S. 017 Henry D. Woodworth,5,2018,All Students,40,603,9,22.5,15,37.5,12,30.0,4,10.0,16,40.0
2102,14K018,P.S. 018 Edward Bush,3,2018,All Students,18,586,10,55.6,4,22.2,3,16.7,1,5.6,4,22.2
2103,14K018,P.S. 018 Edward Bush,4,2018,All Students,23,590,7,30.4,10,43.5,3,13.0,3,13.0,6,26.1
2104,14K018,P.S. 018 Edward Bush,5,2018,All Students,23,588,10,43.5,11,47.8,2,8.7,0,0.0,2,8.7
2106,14K023,P.S. 023 Carter G. Woodson,3,2018,All Students,36,597,8,22.2,13,36.1,15,41.7,0,0.0,15,41.7
2107,14K023,P.S. 023 Carter G. Woodson,4,2018,All Students,25,590,9,36.0,11,44.0,3,12.0,2,8.0,5,20.0
2108,14K023,P.S. 023 Carter G. Woodson,5,2018,All Students,33,600,10,30.3,12,36.4,10,30.3,1,3.0,11,33.3
2110,14K031,P.S. 031 Samuel F. Dupont,3,2018,All Students,74,614,2,2.7,14,18.9,40,54.1,18,24.3,58,78.4
2111,14K031,P.S. 031 Samuel F. Dupont,4,2018,All Students,64,609,6,9.4,13,20.3,26,40.6,19,29.7,45,70.3
2112,14K031,P.S. 031 Samuel F. Dupont,5,2018,All Students,51,609,10,19.6,8,15.7,20,39.2,13,25.5,33,64.7
2114,14K034,P.S. 034 Oliver H. Perry,3,2018,All Students,62,602,7,11.3,18,29.0,31,50.0,6,9.7,37,59.7
2115,14K034,P.S. 034 Oliver H. Perry,4,2018,All Students,56,608,3,5.4,18,32.1,21,37.5,14,25.0,35,62.5
2116,14K034,P.S. 034 Oliver H. Perry,5,2018,All Students,63,610,6,9.5,22,34.9,20,31.7,15,23.8,35,55.6
2118,14K050,J.H.S. 050 John D. Wells,6,2018,All Students,80,595,27,33.8,26,32.5,13,16.3,14,17.5,27,33.8
2119,14K050,J.H.S. 050 John D. Wells,7,2018,All Students,92,597,32,34.8,27,29.3,27,29.3,6,6.5,33,35.9
2120,14K050,J.H.S. 050 John D. Wells,8,2018,All Students,54,595,14,25.9,21,38.9,12,22.2,7,13.0,19,35.2
2122,14K059,P.S. 059 William Floyd,3,2018,All Students,45,591,13,28.9,17,37.8,13,28.9,2,4.4,15,33.3
2123,14K059,P.S. 059 William Floyd,4,2018,All Students,42,589,10,23.8,20,47.6,11,26.2,1,2.4,12,28.6
2124,14K059,P.S. 059 William Floyd,5,2018,All Students,42,596,15,35.7,17,40.5,8,19.0,2,4.8,10,23.8
2126,14K071,Juan Morel Campos Secondary School,6,2018,All Students,48,596,11,22.9,20,41.7,12,25.0,5,10.4,17,35.4
2127,14K071,Juan Morel Campos Secondary School,7,2018,All Students,49,593,20,40.8,20,40.8,8,16.3,1,2.0,9,18.4
2128,14K071,Juan Morel Campos Secondary School,8,2018,All Students,54,590,20,37.0,22,40.7,9,16.7,3,5.6,12,22.2
2130,14K084,P.S. 084 Jose De Diego,3,2018,All Students,72,596,16,22.2,21,29.2,32,44.4,3,4.2,35,48.6
2131,14K084,P.S. 084 Jose De Diego,4,2018,All Students,99,607,10,10.1,30,30.3,33,33.3,26,26.3,59,59.6
2132,14K084,P.S. 084 Jose De Diego,5,2018,All Students,71,599,26,36.6,21,29.6,14,19.7,10,14.1,24,33.8
2133,14K084,P.S. 084 Jose De Diego,6,2018,All Students,61,591,28,45.9,14,23.0,11,18.0,8,13.1,19,31.1
2134,14K084,P.S. 084 Jose De Diego,7,2018,All Students,64,595,25,39.1,20,31.3,16,25.0,3,4.7,19,29.7
2135,14K084,P.S. 084 Jose De Diego,8,2018,All Students,64,594,18,28.1,22,34.4,19,29.7,5,7.8,24,37.5
2137,14K110,P.S. 110 The Monitor,3,2018,All Students,74,606,6,8.1,22,29.7,37,50.0,9,12.2,46,62.2
2138,14K110,P.S. 110 The Monitor,4,2018,All Students,45,610,1,2.2,13,28.9,17,37.8,14,31.1,31,68.9
2139,14K110,P.S. 110 The Monitor,5,2018,All Students,41,598,14,34.1,12,29.3,10,24.4,5,12.2,15,36.6
2141,14K120,P.S. 120 Carlos Tapia,3,2018,All Students,53,598,12,22.6,15,28.3,21,39.6,5,9.4,26,49.1
2142,14K120,P.S. 120 Carlos Tapia,4,2018,All Students,48,596,12,25.0,17,35.4,15,31.3,4,8.3,19,39.6
2143,14K120,P.S. 120 Carlos Tapia,5,2018,All Students,49,598,18,36.7,13,26.5,14,28.6,4,8.2,18,36.7
2145,14K126,John Ericsson Middle School 126,6,2018,All Students,124,596,41,33.1,41,33.1,20,16.1,22,17.7,42,33.9
2146,14K126,John Ericsson Middle School 126,7,2018,All Students,95,596,38,40.0,28,29.5,20,21.1,9,9.5,29,30.5
2147,14K126,John Ericsson Middle School 126,8,2018,All Students,125,597,23,18.4,57,45.6,29,23.2,16,12.8,45,36.0
2149,14K132,P.S. 132 The Conselyea School,3,2018,All Students,89,608,8,9.0,23,25.8,41,46.1,17,19.1,58,65.2
2150,14K132,P.S. 132 The Conselyea School,4,2018,All Students,107,605,12,11.2,33,30.8,36,33.6,26,24.3,62,57.9
2151,14K132,P.S. 132 The Conselyea School,5,2018,All Students,83,619,6,7.2,10,12.0,29,34.9,38,45.8,67,80.7
2153,14K147,P.S. 147 Isaac Remsen,3,2018,All Students,32,610,2,6.3,5,15.6,21,65.6,4,12.5,25,78.1
2154,14K147,P.S. 147 Isaac Remsen,4,2018,All Students,35,604,3,8.6,13,37.1,12,34.3,7,20.0,19,54.3
2155,14K147,P.S. 147 Isaac Remsen,5,2018,All Students,30,594,15,50.0,12,40.0,1,3.3,2,6.7,3,10.0
2157,14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,3,2018,All Students,37,597,8,21.6,13,35.1,15,40.5,1,2.7,16,43.2
2158,14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,4,2018,All Students,37,587,15,40.5,15,40.5,6,16.2,1,2.7,7,18.9
2159,14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,5,2018,All Students,42,586,26,61.9,9,21.4,6,14.3,1,2.4,7,16.7
2160,14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,6,2018,All Students,58,596,19,32.8,22,37.9,8,13.8,9,15.5,17,29.3
2161,14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,7,2018,All Students,40,591,18,45.0,17,42.5,5,12.5,0,0.0,5,12.5
2162,14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,8,2018,All Students,55,591,14,25.5,28,50.9,8,14.5,5,9.1,13,23.6
2164,14K196,P.S. 196 Ten Eyck,3,2018,All Students,36,609,5,13.9,3,8.3,27,75.0,1,2.8,28,77.8
2165,14K196,P.S. 196 Ten Eyck,4,2018,All Students,44,595,10,22.7,19,43.2,11,25.0,4,9.1,15,34.1
2166,14K196,P.S. 196 Ten Eyck,5,2018,All Students,39,592,20,51.3,11,28.2,7,17.9,1,2.6,8,20.5
2168,14K250,P.S. 250 George H. Lindsay,3,2018,All Students,71,588,22,31.0,31,43.7,17,23.9,1,1.4,18,25.4
2169,14K250,P.S. 250 George H. Lindsay,4,2018,All Students,94,592,22,23.4,44,46.8,25,26.6,3,3.2,28,29.8
2170,14K250,P.S. 250 George H. Lindsay,5,2018,All Students,89,594,41,46.1,27,30.3,18,20.2,3,3.4,21,23.6
2172,14K257,P.S. 257 John F. Hylan,3,2018,All Students,78,601,11,14.1,27,34.6,35,44.9,5,6.4,40,51.3
2173,14K257,P.S. 257 John F. Hylan,4,2018,All Students,99,607,13,13.1,23,23.2,27,27.3,36,36.4,63,63.6
2174,14K257,P.S. 257 John F. Hylan,5,2018,All Students,77,597,32,41.6,16,20.8,26,33.8,3,3.9,29,37.7
2176,14K297,P.S. 297 Abraham Stockton,3,2018,All Students,31,598,5,16.1,14,45.2,12,38.7,0,0.0,12,38.7
2177,14K297,P.S. 297 Abraham Stockton,4,2018,All Students,28,592,9,32.1,12,42.9,5,17.9,2,7.1,7,25.0
2178,14K297,P.S. 297 Abraham Stockton,5,2018,All Students,49,593,24,49.0,11,22.4,12,24.5,2,4.1,14,28.6
2180,14K318,I.S. 318 Eugenio Maria De Hostos,6,2018,All Students,372,602,83,22.3,95,25.5,88,23.7,106,28.5,194,52.2
2181,14K318,I.S. 318 Eugenio Maria De Hostos,7,2018,All Students,341,599,98,28.7,112,32.8,102,29.9,29,8.5,131,38.4
2182,14K318,I.S. 318 Eugenio Maria De Hostos,8,2018,All Students,401,598,74,18.5,176,43.9,96,23.9,55,13.7,151,37.7
2184,14K380,P.S. 380 John Wayne Elementary,3,2018,All Students,82,602,16,19.5,24,29.3,36,43.9,6,7.3,42,51.2
2185,14K380,P.S. 380 John Wayne Elementary,4,2018,All Students,84,599,15,17.9,30,35.7,26,31.0,13,15.5,39,46.4
2186,14K380,P.S. 380 John Wayne Elementary,5,2018,All Students,84,605,16,19.0,30,35.7,24,28.6,14,16.7,38,45.2
2188,14K414,Brooklyn Arbor Elementary School,3,2018,All Students,96,606,10,10.4,22,22.9,60,62.5,4,4.2,64,66.7
2189,14K414,Brooklyn Arbor Elementary School,4,2018,All Students,91,604,14,15.4,26,28.6,27,29.7,24,26.4,51,56.0
2190,14K414,Brooklyn Arbor Elementary School,5,2018,All Students,92,605,28,30.4,21,22.8,22,23.9,21,22.8,43,46.7
2192,14K577,Conselyea Preparatory School,6,2018,All Students,144,607,22,15.3,34,23.6,29,20.1,59,41.0,88,61.1
2193,14K577,Conselyea Preparatory School,7,2018,All Students,158,607,24,15.2,51,32.3,51,32.3,32,20.3,83,52.5
2194,14K577,Conselyea Preparatory School,8,2018,All Students,139,605,10,7.2,53,38.1,45,32.4,31,22.3,76,54.7
2196,14K582,M.S. 582,6,2018,All Students,61,592,25,41.0,17,27.9,9,14.8,10,16.4,19,31.1
2197,14K582,M.S. 582,7,2018,All Students,70,597,17,24.3,35,50.0,16,22.9,2,2.9,18,25.7
2198,14K582,M.S. 582,8,2018,All Students,83,609,7,8.4,21,25.3,21,25.3,34,41.0,55,66.3
2200,14K586,Lyons Community School,6,2018,All Students,32,591,14,43.8,9,28.1,4,12.5,5,15.6,9,28.1
2201,14K586,Lyons Community School,7,2018,All Students,49,592,17,34.7,27,55.1,3,6.1,2,4.1,5,10.2
2202,14K586,Lyons Community School,8,2018,All Students,61,584,28,45.9,25,41.0,8,13.1,0,0.0,8,13.1
2204,14K614,Young Women's Leadership School of Brooklyn,6,2018,All Students,45,596,13,28.9,14,31.1,9,20.0,9,20.0,18,40.0
2205,14K614,Young Women's Leadership School of Brooklyn,7,2018,All Students,47,606,6,12.8,16,34.0,22,46.8,3,6.4,25,53.2
2206,14K614,Young Women's Leadership School of Brooklyn,8,2018,All Students,45,600,4,8.9,19,42.2,18,40.0,4,8.9,22,48.9
2208,15K001,P.S. 001 The Bergen,3,2018,All Students,184,594,48,26.1,62,33.7,71,38.6,3,1.6,74,40.2
2209,15K001,P.S. 001 The Bergen,4,2018,All Students,176,595,40,22.7,77,43.8,40,22.7,19,10.8,59,33.5
2210,15K001,P.S. 001 The Bergen,5,2018,All Students,182,593,84,46.2,63,34.6,24,13.2,11,6.0,35,19.2
2212,15K010,"Magnet School of Math, Science and Design Technolo",3,2018,All Students,127,611,3,2.4,25,19.7,82,64.6,17,13.4,99,78.0
2213,15K010,"Magnet School of Math, Science and Design Technolo",4,2018,All Students,138,615,5,3.6,21,15.2,48,34.8,64,46.4,112,81.2
2214,15K010,"Magnet School of Math, Science and Design Technolo",5,2018,All Students,108,612,17,15.7,26,24.1,25,23.1,40,37.0,65,60.2
2216,15K015,P.S. 015 Patrick F. Daly,3,2018,All Students,40,602,6,15.0,9,22.5,22,55.0,3,7.5,25,62.5
2217,15K015,P.S. 015 Patrick F. Daly,4,2018,All Students,58,590,16,27.6,28,48.3,10,17.2,4,6.9,14,24.1
2218,15K015,P.S. 015 Patrick F. Daly,5,2018,All Students,39,598,14,35.9,13,33.3,8,20.5,4,10.3,12,30.8
2220,15K024,P.S. 024,3,2018,All Students,89,584,42,47.2,31,34.8,13,14.6,3,3.4,16,18.0
2221,15K024,P.S. 024,4,2018,All Students,96,591,26,27.1,47,49.0,20,20.8,3,3.1,23,24.0
2222,15K024,P.S. 024,5,2018,All Students,98,593,47,48.0,33,33.7,17,17.3,1,1.0,18,18.4
2224,15K029,P.S. 029 John M. Harrigan,3,2018,All Students,124,615,0,0.0,23,18.5,78,62.9,23,18.5,101,81.5
2225,15K029,P.S. 029 John M. Harrigan,4,2018,All Students,120,617,6,5.0,18,15.0,30,25.0,66,55.0,96,80.0
2226,15K029,P.S. 029 John M. Harrigan,5,2018,All Students,121,611,15,12.4,32,26.4,44,36.4,30,24.8,74,61.2
2228,15K032,P.S. 032 Samuel Mills Sprole,3,2018,All Students,61,610,6,9.8,14,23.0,26,42.6,15,24.6,41,67.2
2229,15K032,P.S. 032 Samuel Mills Sprole,4,2018,All Students,79,618,2,2.5,16,20.3,14,17.7,47,59.5,61,77.2
2230,15K032,P.S. 032 Samuel Mills Sprole,5,2018,All Students,85,610,16,18.8,22,25.9,19,22.4,28,32.9,47,55.3
2232,15K038,P.S. 038 The Pacific,3,2018,All Students,74,607,7,9.5,15,20.3,47,63.5,5,6.8,52,70.3
2233,15K038,P.S. 038 The Pacific,4,2018,All Students,89,610,15,16.9,18,20.2,21,23.6,35,39.3,56,62.9
2234,15K038,P.S. 038 The Pacific,5,2018,All Students,55,611,9,16.4,16,29.1,8,14.5,22,40.0,30,54.5
2236,15K039,P.S. 039 Henry Bristow,3,2018,All Students,70,619,4,5.7,7,10.0,36,51.4,23,32.9,59,84.3
2237,15K039,P.S. 039 Henry Bristow,4,2018,All Students,58,625,0,0.0,3,5.2,13,22.4,42,72.4,55,94.8
2238,15K039,P.S. 039 Henry Bristow,5,2018,All Students,47,622,3,6.4,6,12.8,11,23.4,27,57.4,38,80.9
2240,15K051,M.S. 51 William Alexander,6,2018,All Students,362,620,30,8.3,20,5.5,43,11.9,269,74.3,312,86.2
2241,15K051,M.S. 51 William Alexander,7,2018,All Students,351,620,22,6.3,39,11.1,115,32.8,175,49.9,290,82.6
2242,15K051,M.S. 51 William Alexander,8,2018,All Students,247,617,16,6.5,27,10.9,59,23.9,145,58.7,204,82.6
2244,15K058,P.S. 058 The Carroll,3,2018,All Students,142,613,2,1.4,26,18.3,94,66.2,20,14.1,114,80.3
2245,15K058,P.S. 058 The Carroll,4,2018,All Students,139,615,4,2.9,19,13.7,59,42.4,57,41.0,116,83.5
2246,15K058,P.S. 058 The Carroll,5,2018,All Students,110,616,13,11.8,17,15.5,27,24.5,53,48.2,80,72.7
2248,15K088,J.H.S. 088 Peter Rouget,6,2018,All Students,425,598,114,26.8,121,28.5,102,24.0,88,20.7,190,44.7
2249,15K088,J.H.S. 088 Peter Rouget,7,2018,All Students,427,602,88,20.6,155,36.3,153,35.8,31,7.3,184,43.1
2250,15K088,J.H.S. 088 Peter Rouget,8,2018,All Students,368,604,35,9.5,130,35.3,123,33.4,80,21.7,203,55.2
2252,15K094,P.S. 094 The Henry Longfellow,3,2018,All Students,229,601,39,17.0,67,29.3,100,43.7,23,10.0,123,53.7
2253,15K094,P.S. 094 The Henry Longfellow,4,2018,All Students,202,599,51,25.2,56,27.7,58,28.7,37,18.3,95,47.0
2254,15K094,P.S. 094 The Henry Longfellow,5,2018,All Students,230,597,94,40.9,77,33.5,36,15.7,23,10.0,59,25.7
2256,15K107,P.S. 107 John W. Kimball,3,2018,All Students,83,617,2,2.4,7,8.4,54,65.1,20,24.1,74,89.2
2257,15K107,P.S. 107 John W. Kimball,4,2018,All Students,91,620,0,0.0,8,8.8,28,30.8,55,60.4,83,91.2
2258,15K107,P.S. 107 John W. Kimball,5,2018,All Students,88,617,4,4.5,17,19.3,30,34.1,37,42.0,67,76.1
2260,15K118,The Maurice Sendak Community School,3,2018,All Students,43,619,0,0.0,3,7.0,28,65.1,12,27.9,40,93.0
2261,15K118,The Maurice Sendak Community School,4,2018,All Students,32,617,0,0.0,4,12.5,12,37.5,16,50.0,28,87.5
2263,15K124,P.S. 124 Silas B. Dutcher,3,2018,All Students,35,603,3,8.6,14,40.0,12,34.3,6,17.1,18,51.4
2264,15K124,P.S. 124 Silas B. Dutcher,4,2018,All Students,30,606,3,10.0,11,36.7,10,33.3,6,20.0,16,53.3
2265,15K124,P.S. 124 Silas B. Dutcher,5,2018,All Students,37,602,12,32.4,9,24.3,12,32.4,4,10.8,16,43.2
2267,15K130,P.S. 130 The Parkside,3,2018,All Students,106,606,10,9.4,27,25.5,62,58.5,7,6.6,69,65.1
2268,15K130,P.S. 130 The Parkside,4,2018,All Students,94,603,11,11.7,32,34.0,32,34.0,19,20.2,51,54.3
2269,15K130,P.S. 130 The Parkside,5,2018,All Students,88,609,13,14.8,28,31.8,26,29.5,21,23.9,47,53.4
2271,15K131,P.S. 131 Brooklyn,3,2018,All Students,170,601,22,12.9,61,35.9,80,47.1,7,4.1,87,51.2
2272,15K131,P.S. 131 Brooklyn,4,2018,All Students,157,606,15,9.6,52,33.1,47,29.9,43,27.4,90,57.3
2273,15K131,P.S. 131 Brooklyn,5,2018,All Students,142,604,37,26.1,40,28.2,40,28.2,25,17.6,65,45.8
2275,15K136,I.S. 136 Charles O. Dewey,6,2018,All Students,145,587,77,53.1,39,26.9,20,13.8,9,6.2,29,20.0
2276,15K136,I.S. 136 Charles O. Dewey,7,2018,All Students,147,592,63,42.9,52,35.4,25,17.0,7,4.8,32,21.8
2277,15K136,I.S. 136 Charles O. Dewey,8,2018,All Students,150,589,48,32.0,67,44.7,29,19.3,6,4.0,35,23.3
2279,15K146,"The Brooklyn New School, P.S. 146",3,2018,All Students,2,s,s,s,s,s,s,s,s,s,s,s
2280,15K146,"The Brooklyn New School, P.S. 146",4,2018,All Students,3,s,s,s,s,s,s,s,s,s,s,s
2281,15K146,"The Brooklyn New School, P.S. 146",5,2018,All Students,4,s,s,s,s,s,s,s,s,s,s,s
2283,15K154,The Windsor Terrace School,3,2018,All Students,94,615,2,2.1,15,16.0,60,63.8,17,18.1,77,81.9
2284,15K154,The Windsor Terrace School,4,2018,All Students,77,617,3,3.9,8,10.4,22,28.6,44,57.1,66,85.7
2285,15K154,The Windsor Terrace School,5,2018,All Students,62,618,3,4.8,10,16.1,22,35.5,27,43.5,49,79.0
2287,15K169,P.S. 169 Sunset Park,3,2018,All Students,222,595,50,22.5,89,40.1,76,34.2,7,3.2,83,37.4
2288,15K169,P.S. 169 Sunset Park,4,2018,All Students,214,597,48,22.4,88,41.1,46,21.5,32,15.0,78,36.4
2289,15K169,P.S. 169 Sunset Park,5,2018,All Students,271,597,101,37.3,87,32.1,54,19.9,29,10.7,83,30.6
2291,15K172,P.S. 172 Beacon School of Excellence,3,2018,All Students,79,620,0,0.0,0,0.0,60,75.9,19,24.1,79,100.0
2292,15K172,P.S. 172 Beacon School of Excellence,4,2018,All Students,71,626,0,0.0,1,1.4,24,33.8,46,64.8,70,98.6
2293,15K172,P.S. 172 Beacon School of Excellence,5,2018,All Students,84,618,0,0.0,11,13.1,46,54.8,27,32.1,73,86.9
2295,15K230,P.S. 230 Doris L. Cohen,3,2018,All Students,167,605,17,10.2,47,28.1,82,49.1,21,12.6,103,61.7
2296,15K230,P.S. 230 Doris L. Cohen,4,2018,All Students,178,605,22,12.4,64,36.0,44,24.7,48,27.0,92,51.7
2297,15K230,P.S. 230 Doris L. Cohen,5,2018,All Students,185,604,53,28.6,58,31.4,34,18.4,40,21.6,74,40.0
2299,15K261,P.S. 261 Philip Livingston,3,2018,All Students,40,606,4,10.0,8,20.0,24,60.0,4,10.0,28,70.0
2300,15K261,P.S. 261 Philip Livingston,4,2018,All Students,66,602,9,13.6,21,31.8,24,36.4,12,18.2,36,54.5
2301,15K261,P.S. 261 Philip Livingston,5,2018,All Students,42,609,8,19.0,10,23.8,14,33.3,10,23.8,24,57.1
2303,15K295,P.S. 295,3,2018,All Students,50,605,3,6.0,22,44.0,18,36.0,7,14.0,25,50.0
2304,15K295,P.S. 295,4,2018,All Students,59,611,1,1.7,14,23.7,28,47.5,16,27.1,44,74.6
2305,15K295,P.S. 295,5,2018,All Students,76,608,15,19.7,24,31.6,20,26.3,17,22.4,37,48.7
2307,15K321,P.S. 321 William Penn,3,2018,All Students,175,613,1,0.6,33,18.9,115,65.7,26,14.9,141,80.6
2308,15K321,P.S. 321 William Penn,4,2018,All Students,104,623,0,0.0,5,4.8,26,25.0,73,70.2,99,95.2
2309,15K321,P.S. 321 William Penn,5,2018,All Students,146,620,4,2.7,20,13.7,58,39.7,64,43.8,122,83.6
2311,15K442,M.S. 442 Carroll Gardens School for Innovation,6,2018,All Students,74,603,13,17.6,19,25.7,20,27.0,22,29.7,42,56.8
2312,15K442,M.S. 442 Carroll Gardens School for Innovation,7,2018,All Students,57,604,12,21.1,15,26.3,21,36.8,9,15.8,30,52.6
2313,15K442,M.S. 442 Carroll Gardens School for Innovation,8,2018,All Students,51,602,7,13.7,16,31.4,17,33.3,11,21.6,28,54.9
2315,15K443,New Voices School of Academic & Creative Arts,6,2018,All Students,177,616,4,2.3,21,11.9,37,20.9,115,65.0,152,85.9
2316,15K443,New Voices School of Academic & Creative Arts,7,2018,All Students,170,619,6,3.5,18,10.6,76,44.7,70,41.2,146,85.9
2317,15K443,New Voices School of Academic & Creative Arts,8,2018,All Students,166,618,3,1.8,17,10.2,47,28.3,99,59.6,146,88.0
2319,15K447,The Math & Science Exploratory School,6,2018,All Students,150,619,2,1.3,24,16.0,36,24.0,88,58.7,124,82.7
2320,15K447,The Math & Science Exploratory School,7,2018,All Students,153,625,4,2.6,5,3.3,56,36.6,88,57.5,144,94.1
2321,15K447,The Math & Science Exploratory School,8,2018,All Students,90,617,2,2.2,10,11.1,28,31.1,50,55.6,78,86.7
2323,15K448,Brooklyn Secondary School for Collaborative Studie,6,2018,All Students,22,595,7,31.8,7,31.8,7,31.8,1,4.5,8,36.4
2324,15K448,Brooklyn Secondary School for Collaborative Studie,7,2018,All Students,27,592,12,44.4,8,29.6,6,22.2,1,3.7,7,25.9
2325,15K448,Brooklyn Secondary School for Collaborative Studie,8,2018,All Students,11,594,2,18.2,4,36.4,5,45.5,0,0.0,5,45.5
2327,15K464,Park Slope Collegiate,6,2018,All Students,74,601,17,23.0,17,23.0,24,32.4,16,21.6,40,54.1
2328,15K464,Park Slope Collegiate,7,2018,All Students,46,603,12,26.1,9,19.6,23,50.0,2,4.3,25,54.3
2329,15K464,Park Slope Collegiate,8,2018,All Students,30,594,8,26.7,10,33.3,7,23.3,5,16.7,12,40.0
2331,15K497,The Boerum Hill School for International Studies,6,2018,All Students,144,611,13,9.0,24,16.7,32,22.2,75,52.1,107,74.3
2332,15K497,The Boerum Hill School for International Studies,7,2018,All Students,89,600,23,25.8,33,37.1,26,29.2,7,7.9,33,37.1
2333,15K497,The Boerum Hill School for International Studies,8,2018,All Students,76,593,18,23.7,37,48.7,16,21.1,5,6.6,21,27.6
2335,15K516,Sunset Park Avenues Elementary School,3,2018,All Students,60,593,16,26.7,24,40.0,19,31.7,1,1.7,20,33.3
2336,15K516,Sunset Park Avenues Elementary School,4,2018,All Students,37,592,9,24.3,17,45.9,9,24.3,2,5.4,11,29.7
2338,15K676,Red Hook Neighborhood School,3,2018,All Students,35,582,15,42.9,13,37.1,7,20.0,0,0.0,7,20.0
2339,15K676,Red Hook Neighborhood School,4,2018,All Students,24,583,11,45.8,10,41.7,2,8.3,1,4.2,3,12.5
2340,15K676,Red Hook Neighborhood School,5,2018,All Students,32,581,22,68.8,8,25.0,2,6.3,0,0.0,2,6.3
2342,15K821,Sunset Park Prep,6,2018,All Students,169,598,46,27.2,49,29.0,44,26.0,30,17.8,74,43.8
2343,15K821,Sunset Park Prep,7,2018,All Students,163,599,40,24.5,71,43.6,44,27.0,8,4.9,52,31.9
2344,15K821,Sunset Park Prep,8,2018,All Students,153,598,25,16.3,59,38.6,54,35.3,15,9.8,69,45.1
2346,15K839,M.S. 839,6,2018,All Students,55,607,5,9.1,16,29.1,14,25.5,20,36.4,34,61.8
2347,15K839,M.S. 839,7,2018,All Students,81,611,7,8.6,26,32.1,28,34.6,20,24.7,48,59.3
2348,15K839,M.S. 839,8,2018,All Students,21,601,2,9.5,9,42.9,7,33.3,3,14.3,10,47.6
2350,16K005,P.S. 005 Dr. Ronald Mcnair,3,2018,All Students,24,598,3,12.5,11,45.8,9,37.5,1,4.2,10,41.7
2351,16K005,P.S. 005 Dr. Ronald Mcnair,4,2018,All Students,21,609,4,19.0,4,19.0,3,14.3,10,47.6,13,61.9
2352,16K005,P.S. 005 Dr. Ronald Mcnair,5,2018,All Students,21,601,8,38.1,5,23.8,5,23.8,3,14.3,8,38.1
2354,16K021,P.S. 021 Crispus Attucks,3,2018,All Students,88,598,16,18.2,26,29.5,44,50.0,2,2.3,46,52.3
2355,16K021,P.S. 021 Crispus Attucks,4,2018,All Students,82,613,3,3.7,14,17.1,34,41.5,31,37.8,65,79.3
2356,16K021,P.S. 021 Crispus Attucks,5,2018,All Students,88,603,20,22.7,31,35.2,27,30.7,10,11.4,37,42.0
2358,16K025,P.S. 025 Eubie Blake School,3,2018,All Students,16,608,2,12.5,2,12.5,10,62.5,2,12.5,12,75.0
2359,16K025,P.S. 025 Eubie Blake School,4,2018,All Students,11,602,2,18.2,2,18.2,5,45.5,2,18.2,7,63.6
2360,16K025,P.S. 025 Eubie Blake School,5,2018,All Students,15,594,7,46.7,6,40.0,2,13.3,0,0.0,2,13.3
2362,16K026,P.S. 026 Jesse Owens,3,2018,All Students,52,606,9,17.3,7,13.5,30,57.7,6,11.5,36,69.2
2363,16K026,P.S. 026 Jesse Owens,4,2018,All Students,35,599,6,17.1,14,40.0,11,31.4,4,11.4,15,42.9
2364,16K026,P.S. 026 Jesse Owens,5,2018,All Students,22,607,8,36.4,4,18.2,1,4.5,9,40.9,10,45.5
2366,16K028,P.S. 028 The Warren Prep Academy,3,2018,All Students,26,594,7,26.9,10,38.5,9,34.6,0,0.0,9,34.6
2367,16K028,P.S. 028 The Warren Prep Academy,4,2018,All Students,22,596,5,22.7,7,31.8,9,40.9,1,4.5,10,45.5
2368,16K028,P.S. 028 The Warren Prep Academy,5,2018,All Students,22,600,4,18.2,12,54.5,5,22.7,1,4.5,6,27.3
2370,16K035,M.S. 035 Stephen Decatur,6,2018,All Students,63,594,27,42.9,17,27.0,9,14.3,10,15.9,19,30.2
2371,16K035,M.S. 035 Stephen Decatur,7,2018,All Students,93,596,33,35.5,39,41.9,19,20.4,2,2.2,21,22.6
2372,16K035,M.S. 035 Stephen Decatur,8,2018,All Students,69,593,16,23.2,33,47.8,13,18.8,7,10.1,20,29.0
2374,16K040,P.S. 040 George W. Carver,3,2018,All Students,38,609,2,5.3,8,21.1,24,63.2,4,10.5,28,73.7
